POLICY_NUMBER,START_DATE,SEGMENT_1_FLAG,SEGMENT_2_FLAG,SEGMENT_3_FLAG,SEGMENT_4_FLAG,SEGMENT_5_FLAG,SEGMENT_6_FLAG
6495759712.0,2021-03-29,1.0,0.0,0.0,0.0,0.0,0.0
6495870325.0,2020-09-11,1.0,0.0,0.0,0.0,0.0,0.0
6495623415.0,2019-08-11,0.0,0.0,0.0,0.0,0.0,0.0
6495972224.0,2021-03-31,0.0,0.0,0.0,0.0,0.0,1.0
6495911927.0,2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0
6495418053.0,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0
6495819329.0,2020-07-04,1.0,0.0,0.0,0.0,0.0,0.0
6495834189.0,2020-07-19,0.0,0.0,0.0,0.0,1.0,0.0
6495773241.0,2020-04-21,1.0,0.0,0.0,0.0,0.0,0.0
6495677837.0,2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0
6495957835.0,2021-03-06,1.0,0.0,0.0,0.0,1.0,0.0
6495915877.0,2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0
6495795652.0,2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0
6495894331.0,2020-10-19,1.0,0.0,0.0,0.0,0.0,0.0
6495916822.0,2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0
6495569552.0,2019-07-02,1.0,0.0,0.0,0.0,0.0,0.0
6495683200.0,2019-10-26,0.0,0.0,0.0,0.0,0.0,0.0
6495370348.0,2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0
6495532857.0,2019-05-25,0.0,0.0,0.0,0.0,0.0,0.0
6495619769.0,2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0
6495974686.0,2021-04-05,0.0,0.0,0.0,0.0,1.0,1.0
6495449733.0,2020-02-26,1.0,0.0,0.0,0.0,0.0,0.0
6495765788.0,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0
6495547885.0,2019-06-06,0.0,0.0,0.0,0.0,0.0,0.0
6495897780.0,2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0
6495423832.0,2019-02-07,0.0,0.0,0.0,0.0,0.0,0.0
6495673818.0,2020-10-02,1.0,0.0,0.0,0.0,0.0,0.0
6495644899.0,2019-09-27,0.0,0.0,0.0,0.0,0.0,0.0
6495936837.0,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0
6495899146.0,2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0
6495444747.0,2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
6495626574.0,2019-09-07,0.0,0.0,0.0,0.0,0.0,0.0
6495932748.0,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0
6495521741.0,2019-05-11,0.0,0.0,0.0,0.0,0.0,0.0
6495734151.0,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0
6495786590.0,2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0
6495994088.0,2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0
6495416125.0,2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0
6495802439.0,2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0
6495613036.0,2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0
6495657167.0,2019-09-12,0.0,0.0,0.0,0.0,1.0,0.0
6495932221.0,2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0
6495519454.0,2019-05-29,0.0,0.0,0.0,1.0,1.0,0.0
6495467484.0,2019-03-10,1.0,0.0,0.0,0.0,0.0,1.0
6495457287.0,2019-03-10,0.0,0.0,0.0,0.0,0.0,0.0
6495754209.0,2020-04-06,1.0,0.0,0.0,0.0,0.0,0.0
6495664256.0,2019-09-24,0.0,0.0,0.0,0.0,0.0,0.0
6495852584.0,2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0
6495944300.0,2021-02-16,0.0,0.0,0.0,0.0,0.0,1.0
6495520468.0,2019-05-09,0.0,0.0,0.0,0.0,0.0,0.0
6495848516.0,2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0
6495855980.0,2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0
6495857616.0,2020-08-30,1.0,0.0,0.0,0.0,0.0,0.0
6496017882.0,2021-05-23,0.0,1.0,0.0,0.0,0.0,0.0
6495767550.0,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0
6495806336.0,2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0
6495991697.0,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0
6495495353.0,2019-04-18,0.0,0.0,0.0,0.0,0.0,0.0
6495847520.0,2020-08-23,1.0,0.0,0.0,0.0,0.0,0.0
6495781405.0,2020-04-15,0.0,0.0,0.0,0.0,0.0,1.0
6495835421.0,2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0
6495921676.0,2020-12-13,0.0,0.0,0.0,0.0,1.0,0.0
6495829596.0,2020-06-21,0.0,0.0,0.0,0.0,1.0,0.0
6495514163.0,2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0
6495584555.0,2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0
6495534990.0,2019-06-22,0.0,0.0,0.0,0.0,0.0,0.0
6495991244.0,2021-05-16,0.0,0.0,0.0,0.0,0.0,1.0
6495278321.0,2021-05-26,0.0,0.0,0.0,0.0,0.0,1.0
6495527159.0,2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0
6495967310.0,2021-03-18,0.0,1.0,0.0,0.0,0.0,0.0
6495988831.0,2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0
6495842508.0,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0
6495549466.0,2019-06-20,0.0,0.0,0.0,0.0,0.0,0.0
6495976499.0,2021-03-11,0.0,0.0,0.0,0.0,0.0,1.0
6495733100.0,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0
6495452374.0,2019-02-23,0.0,0.0,0.0,0.0,0.0,0.0
6495771684.0,2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0
6495478735.0,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0
6495688312.0,2019-10-22,0.0,0.0,0.0,0.0,0.0,0.0
6495693739.0,2019-11-16,0.0,0.0,0.0,0.0,0.0,0.0
6495837829.0,2020-08-10,0.0,0.0,0.0,0.0,1.0,0.0
6495734172.0,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0
6495405243.0,2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0
6495245636.0,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0
6495690221.0,2019-10-30,0.0,1.0,0.0,0.0,0.0,0.0
6495787053.0,2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0
6495885937.0,2020-10-09,1.0,0.0,0.0,0.0,0.0,0.0
6495459161.0,2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0
6495774845.0,2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0
6495981759.0,2021-04-20,0.0,0.0,0.0,0.0,1.0,0.0
6495410934.0,2019-01-26,0.0,0.0,0.0,0.0,0.0,0.0
6495659098.0,2019-09-14,0.0,0.0,0.0,0.0,0.0,0.0
6495653902.0,2019-09-21,0.0,0.0,0.0,0.0,0.0,0.0
6495495627.0,2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0
6495808640.0,2020-07-04,1.0,0.0,0.0,0.0,0.0,0.0
6495765312.0,2020-04-17,1.0,0.0,0.0,0.0,0.0,0.0
6495496371.0,2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0
6495564649.0,2019-07-04,0.0,0.0,0.0,0.0,0.0,0.0
6495805165.0,2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0
6495542141.0,2019-06-12,0.0,0.0,0.0,0.0,0.0,0.0
6495448802.0,2021-03-01,0.0,0.0,1.0,0.0,0.0,0.0
6495676360.0,2019-10-15,0.0,0.0,0.0,0.0,0.0,0.0
6495499170.0,2019-05-02,1.0,0.0,0.0,0.0,0.0,0.0
6495724778.0,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0
6495662594.0,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0
6495835177.0,2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0
6495964150.0,2021-02-27,1.0,0.0,0.0,0.0,0.0,0.0
6495713276.0,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0
6495651013.0,2019-09-08,1.0,0.0,0.0,0.0,0.0,0.0
6495574232.0,2019-06-26,0.0,0.0,0.0,0.0,0.0,0.0
6496010435.0,2021-05-29,0.0,0.0,0.0,0.0,0.0,1.0
6495809806.0,2020-06-10,0.0,1.0,0.0,0.0,0.0,0.0
6495942724.0,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0
6495423992.0,2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0
6495924806.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0
6495776481.0,2020-04-24,0.0,0.0,0.0,0.0,1.0,0.0
6495662589.0,2019-10-08,1.0,1.0,0.0,0.0,0.0,0.0
6495266708.0,2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0
6495983416.0,2021-04-23,1.0,0.0,0.0,0.0,0.0,0.0
6495496499.0,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0
6495862136.0,2020-09-05,1.0,0.0,0.0,0.0,0.0,0.0
6495660520.0,2019-09-20,0.0,0.0,1.0,0.0,0.0,0.0
6495863469.0,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0
6496011496.0,2021-06-12,0.0,0.0,0.0,0.0,0.0,1.0
6495492720.0,2020-03-25,1.0,0.0,0.0,0.0,0.0,0.0
6495617674.0,2019-08-23,0.0,0.0,0.0,0.0,0.0,0.0
6495675198.0,2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0
6495725791.0,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0
6496004341.0,2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0
6495617458.0,2019-08-17,0.0,0.0,0.0,0.0,0.0,0.0
6495868765.0,2020-10-01,0.0,0.0,0.0,0.0,0.0,1.0
6495696507.0,2019-11-30,0.0,0.0,0.0,0.0,0.0,0.0
6495432133.0,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0
6495804495.0,2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0
6495806703.0,2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0
6495950375.0,2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0
6495278040.0,2019-05-28,0.0,0.0,0.0,0.0,1.0,0.0
6495657161.0,2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0
6495435995.0,2019-03-12,1.0,0.0,0.0,0.0,0.0,0.0
6495991903.0,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0
6495755182.0,2021-04-08,1.0,0.0,0.0,0.0,0.0,0.0
6495650082.0,2019-09-19,0.0,0.0,0.0,0.0,0.0,0.0
6495486408.0,2019-04-04,0.0,0.0,1.0,0.0,0.0,0.0
6495680695.0,2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0
6495800118.0,2020-05-22,0.0,0.0,1.0,0.0,0.0,1.0
6495885189.0,2020-10-22,0.0,0.0,0.0,0.0,0.0,1.0
6496016011.0,2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0
6495848906.0,2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0
6495810881.0,2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0
6495838833.0,2020-07-22,1.0,0.0,0.0,0.0,0.0,0.0
6495851087.0,2020-08-04,0.0,0.0,1.0,0.0,0.0,0.0
6495480860.0,2019-04-21,0.0,0.0,0.0,,0.0,0.0
6495846626.0,2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0
6495829371.0,2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0
6495620403.0,2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0
6495345638.0,2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0
6495880503.0,2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0
6495805685.0,2020-06-06,1.0,0.0,0.0,0.0,0.0,0.0
6495644716.0,2020-09-25,0.0,0.0,0.0,0.0,1.0,0.0
6495753200.0,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0
6495829226.0,2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0
6495480927.0,2019-03-30,0.0,0.0,0.0,0.0,0.0,0.0
6495352025.0,2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0
6495377169.0,2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0
6495778327.0,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0
6495875592.0,2020-09-26,0.0,0.0,0.0,0.0,1.0,0.0
6495708471.0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0
6495471609.0,2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0
6495679211.0,2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0
6495366614.0,2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0
6495819963.0,2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0
6495778678.0,2020-04-09,0.0,1.0,0.0,0.0,0.0,0.0
6495710636.0,2019-12-21,0.0,0.0,0.0,0.0,0.0,0.0
6495468595.0,2019-03-17,1.0,0.0,0.0,0.0,0.0,0.0
6495775364.0,2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0
6495852081.0,2020-08-03,1.0,0.0,0.0,0.0,0.0,0.0
6495983134.0,2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0
6495881774.0,2020-10-05,0.0,0.0,0.0,0.0,0.0,1.0
6495814927.0,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0
6495810570.0,2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0
6495442869.0,2019-02-16,0.0,0.0,0.0,0.0,0.0,0.0
6495789964.0,2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0
6495873040.0,2020-10-07,0.0,0.0,0.0,0.0,0.0,1.0
6495375033.0,2019-12-14,0.0,0.0,0.0,0.0,0.0,0.0
6495869788.0,2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0
6495867151.0,2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0
6495935647.0,2021-02-05,0.0,0.0,0.0,0.0,0.0,1.0
6495674028.0,2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0
6495464645.0,2019-03-24,0.0,0.0,0.0,0.0,0.0,0.0
6495622396.0,2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0
6495744487.0,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0
6495627550.0,2019-08-16,0.0,0.0,0.0,0.0,0.0,0.0
6495748456.0,2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0
6495850270.0,2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
6495792665.0,2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0
6495687698.0,2019-11-02,1.0,0.0,0.0,0.0,0.0,0.0
6495740108.0,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0
6495938537.0,2021-01-12,0.0,0.0,0.0,0.0,1.0,0.0
6495907583.0,2020-11-02,0.0,0.0,0.0,0.0,0.0,1.0
6495486783.0,2019-04-15,1.0,0.0,0.0,0.0,0.0,0.0
6495496578.0,2019-04-02,0.0,0.0,0.0,0.0,0.0,0.0
6495977224.0,2021-03-20,0.0,0.0,0.0,0.0,0.0,1.0
6495627538.0,2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0
6495882437.0,2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0
6495846392.0,2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0
6495499570.0,2019-05-10,0.0,0.0,0.0,0.0,0.0,0.0
6495809834.0,2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0
6495819890.0,2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0
6496002667.0,2021-05-23,0.0,0.0,0.0,0.0,1.0,0.0
6495882760.0,2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0
6495474616.0,2019-03-09,0.0,0.0,0.0,0.0,0.0,0.0
6495444704.0,2020-02-13,1.0,0.0,0.0,0.0,0.0,0.0
6495755138.0,2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0
6495816041.0,2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0
6495782031.0,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0
6495860782.0,2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0
6495988593.0,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
6495330094.0,2018-09-29,0.0,0.0,0.0,0.0,0.0,0.0
6495709883.0,2019-12-05,1.0,,0.0,0.0,0.0,0.0
6495720055.0,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0
6495685616.0,2019-11-02,0.0,0.0,0.0,0.0,0.0,0.0
6495458193.0,2019-03-09,0.0,0.0,0.0,0.0,0.0,0.0
6495498259.0,2019-05-04,0.0,1.0,0.0,0.0,0.0,0.0
6495820659.0,2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0
6495609063.0,2019-08-04,0.0,0.0,0.0,0.0,0.0,0.0
6495927422.0,2020-12-22,0.0,0.0,0.0,0.0,1.0,0.0
6495458004.0,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0
6495508617.0,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0
6495523713.0,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
6495700890.0,2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0
6495793402.0,2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0
6495539158.0,2020-06-21,1.0,0.0,0.0,0.0,0.0,0.0
6495713107.0,2019-12-14,0.0,0.0,0.0,0.0,0.0,0.0
6495972222.0,2021-03-25,1.0,0.0,0.0,0.0,0.0,0.0
6495999841.0,2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0
6495708238.0,2019-12-14,0.0,0.0,0.0,0.0,0.0,1.0
6495436968.0,2020-02-21,1.0,1.0,0.0,0.0,0.0,0.0
6495982718.0,2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0
6496002385.0,2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0
6495980308.0,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0
6495563745.0,2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0
6495597720.0,2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0
6495635482.0,2019-09-16,0.0,0.0,0.0,0.0,0.0,0.0
6495451427.0,2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0
6495906658.0,2020-11-08,0.0,0.0,0.0,1.0,0.0,0.0
6495861084.0,2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0
6495866234.0,2020-08-29,0.0,0.0,0.0,0.0,0.0,1.0
6495515381.0,2019-05-20,0.0,1.0,0.0,0.0,0.0,0.0
6495570239.0,2019-07-18,0.0,0.0,0.0,0.0,0.0,0.0
6495499903.0,2019-04-19,0.0,0.0,0.0,0.0,0.0,1.0
6495270906.0,2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0
6495546415.0,2019-05-30,1.0,0.0,0.0,0.0,0.0,0.0
6495904407.0,2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0
6495495413.0,2019-04-07,0.0,0.0,0.0,0.0,1.0,0.0
6495804045.0,2020-05-27,0.0,0.0,0.0,0.0,1.0,1.0
6495882216.0,2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0
6495950062.0,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0
6495942180.0,2021-02-13,1.0,0.0,0.0,1.0,0.0,0.0
6495966384.0,2021-03-24,0.0,0.0,0.0,0.0,1.0,1.0
6495526216.0,2019-05-12,0.0,0.0,0.0,0.0,0.0,0.0
6495942328.0,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0
6495694654.0,2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0
6495653498.0,2019-09-04,0.0,0.0,0.0,0.0,0.0,1.0
6495769402.0,2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0
6495776418.0,2020-04-15,0.0,0.0,0.0,0.0,0.0,1.0
6495642300.0,2019-09-18,0.0,0.0,0.0,0.0,0.0,0.0
6495921081.0,2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0
6495654536.0,2019-09-06,1.0,0.0,0.0,0.0,0.0,0.0
6495801180.0,2020-05-31,0.0,1.0,0.0,0.0,0.0,0.0
6495743250.0,2020-02-23,0.0,0.0,0.0,1.0,0.0,0.0
6495702070.0,2019-12-21,0.0,0.0,0.0,0.0,0.0,0.0
6495658712.0,2019-10-11,0.0,0.0,0.0,0.0,0.0,0.0
6495465898.0,2019-03-23,0.0,0.0,0.0,0.0,0.0,0.0
6495715182.0,2019-12-20,0.0,0.0,0.0,0.0,1.0,0.0
6495645511.0,2019-10-02,0.0,0.0,0.0,0.0,0.0,0.0
6495206941.0,2019-11-25,0.0,0.0,0.0,0.0,0.0,0.0
6495943718.0,2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0
6495626319.0,2019-08-28,0.0,0.0,0.0,1.0,0.0,0.0
6495828517.0,2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0
6495731582.0,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0
6495802067.0,2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0
6495691099.0,2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0
6495948292.0,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0
6495592001.0,2019-08-06,0.0,0.0,1.0,0.0,0.0,0.0
6495389300.0,2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0
6495719665.0,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0
6495578214.0,2019-06-24,0.0,0.0,0.0,0.0,0.0,0.0
6495771137.0,2020-05-01,0.0,0.0,0.0,0.0,1.0,1.0
6495686280.0,2019-10-27,1.0,0.0,0.0,0.0,0.0,0.0
6495679827.0,2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0
6495688564.0,2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0
6495349962.0,2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0
6495860295.0,2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0
6495745815.0,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0
6495997047.0,2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0
6495444709.0,2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0
6495982024.0,2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0
6495750124.0,2020-03-23,1.0,0.0,0.0,0.0,0.0,0.0
6495576076.0,2019-07-02,1.0,0.0,0.0,0.0,0.0,0.0
6495818521.0,2020-06-23,1.0,0.0,0.0,0.0,0.0,0.0
6495679694.0,2019-11-16,0.0,0.0,0.0,0.0,0.0,0.0
6495815863.0,2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0
6495931777.0,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0
6495785686.0,2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0
6495817700.0,2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0
6495257264.0,2019-03-24,0.0,0.0,0.0,0.0,0.0,0.0
6495801893.0,2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0
6495673196.0,2019-10-10,0.0,0.0,0.0,0.0,0.0,0.0
6495497513.0,2020-04-23,0.0,0.0,1.0,0.0,0.0,0.0
6495676386.0,2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0
6495835051.0,2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0
6495420958.0,2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0
6495736994.0,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0
6495860844.0,2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0
6495690967.0,2019-11-02,0.0,0.0,0.0,0.0,0.0,0.0
6495511223.0,2019-04-14,0.0,0.0,0.0,0.0,0.0,0.0
6495972084.0,2021-03-25,0.0,0.0,0.0,0.0,1.0,0.0
6495521548.0,2021-05-29,0.0,0.0,0.0,0.0,0.0,0.0
6495577294.0,2019-07-13,0.0,0.0,0.0,0.0,1.0,0.0
6495685332.0,2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0
6495523482.0,2019-06-04,0.0,0.0,0.0,0.0,0.0,0.0
6496002777.0,2021-04-30,1.0,0.0,0.0,0.0,0.0,0.0
6495914388.0,2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0
6495546323.0,2019-06-10,0.0,0.0,0.0,0.0,0.0,0.0
6495784477.0,2020-05-29,0.0,0.0,1.0,0.0,0.0,0.0
6495721576.0,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0
6495988493.0,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0
6495960565.0,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0
6495887135.0,2020-09-23,0.0,0.0,0.0,0.0,0.0,1.0
6495814975.0,2020-06-06,0.0,0.0,0.0,0.0,0.0,0.0
6495707556.0,2019-11-30,0.0,0.0,0.0,0.0,0.0,0.0
6495541532.0,2019-05-26,0.0,0.0,0.0,0.0,1.0,0.0
6495480418.0,2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0
6495273244.0,2021-05-01,0.0,0.0,1.0,0.0,0.0,0.0
6495422994.0,2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0
6495417337.0,2019-01-13,0.0,0.0,0.0,0.0,0.0,0.0
6495799975.0,2020-06-11,1.0,0.0,0.0,0.0,0.0,0.0
6495816230.0,2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0
6495613680.0,2019-08-18,0.0,0.0,0.0,0.0,0.0,0.0
6495654755.0,2019-09-29,0.0,0.0,0.0,1.0,0.0,0.0
6495251055.0,2021-03-21,0.0,0.0,1.0,0.0,0.0,0.0
6495506948.0,2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0
6495739046.0,2020-02-13,1.0,0.0,0.0,0.0,0.0,0.0
6495726908.0,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0
6495737823.0,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0
6495776489.0,2020-04-17,0.0,0.0,0.0,0.0,0.0,1.0
6495537109.0,2019-05-30,0.0,0.0,0.0,0.0,0.0,0.0
6495482097.0,2019-04-10,0.0,0.0,0.0,0.0,0.0,0.0
6495499651.0,2019-05-08,0.0,0.0,0.0,0.0,0.0,0.0
6495531749.0,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0
6495783646.0,2020-05-27,0.0,0.0,0.0,0.0,0.0,1.0
6495842763.0,2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0
6495482092.0,2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0
6495790162.0,2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0
6495705512.0,2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0
6495398949.0,2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0
6495567625.0,2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0
6495458162.0,2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0
6495727811.0,2020-01-30,1.0,0.0,0.0,0.0,0.0,0.0
6495926710.0,2021-01-04,0.0,0.0,0.0,0.0,0.0,1.0
6495959365.0,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0
6496002216.0,2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0
6495861719.0,2020-08-24,1.0,0.0,0.0,0.0,0.0,0.0
6495761895.0,2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0
6495502002.0,2019-04-12,0.0,0.0,0.0,0.0,0.0,0.0
